business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,state,AcceptsInsurance,Alcohol,Ambience,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,ByAppointmentOnly,Caters,DogsAllowed,GoodForKids,GoodForMeal,HasTV,Music,NoiseLevel,OutdoorSeating,RestaurantsAttire,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi,garage,lot,street,valet,validated
183266,"Gyms, Active Life, Fitness & Instruction",Toronto,"{'Monday': '6:15-20:15', 'Tuesday': '6:15-20:15', 'Wednesday': '6:15-20:15', 'Thursday': '6:15-20:15', 'Friday': '6:15-19:0', 'Saturday': '7:0-13:15', 'Sunday': '8:30-13:15'}",1,43.698444,-79.3968137,Ferris360,M4S 1Z5,ON,,,,True,,,True,,,False,,,,,,,,,,,,,,,False,False,False,False,False
99656,"Fitness & Instruction, Local Services, Active Life, Child Care & Day Care, Yoga, Gyms",Charlotte,"{'Monday': '5:30-21:0', 'Tuesday': '5:30-21:0', 'Wednesday': '5:30-21:0', 'Thursday': '5:30-21:0', 'Friday': '5:30-17:0', 'Saturday': '8:0-17:0', 'Sunday': '12:0-17:0'}",1,35.2465548,-80.8081046,Johnston Memorial Branch YMCA,28205,NC,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
182036,"Gymnastics, Active Life",Charlotte,"{'Monday': '14:0-19:30', 'Tuesday': '10:0-19:30', 'Wednesday': '12:0-19:30', 'Thursday': '11:0-19:30', 'Friday': '14:0-19:0', 'Saturday': '9:30-14:0'}",1,35.1525342891,-80.7449948788,Zenith Gymnastics,28212,NC,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
142505,"Gymnastics, Fitness & Instruction, Active Life, Education, Specialty Schools, Gyms",Chandler,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '15:0-20:0', 'Saturday': '8:0-14:0'}",1,33.2805309,-111.799381,Arizona Dynamics,85286,AZ,,,,True,,,,,,True,,,,,,,,,,,,,,,False,False,False,False,False
49256,"Trainers, Yoga, Gyms, Sports Clubs, Fitness & Instruction, Active Life",Toronto,"{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-22:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",1,43.7303164451,-79.2856283416,LA Fitness,M1L 2M6,ON,,,,True,,,False,,,False,,,,,,,,,,,,,,,False,True,False,False,False
13626,"Active Life, Fitness & Instruction, Gyms, Trainers",Scottsdale,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,33.63544,-111.92383,Anytime Fitness,85254,AZ,,,,False,,True,False,,,True,,,,,,,,,,,,,True,,False,False,False,False,False
27502,"Active Life, Gyms, Fitness & Instruction, Trainers",Glendale,"{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-22:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",1,33.597368,-112.1529084,Youfit Health Clubs,85304,AZ,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
147475,"Interval Training Gyms, Trainers, Active Life, Gyms, Fitness & Instruction",El Mirage,"{'Monday': '15:30-20:30', 'Tuesday': '15:30-20:30', 'Wednesday': '15:30-20:30', 'Thursday': '15:30-20:30', 'Friday': '15:30-20:30', 'Saturday': '7:0-11:0'}",1,33.5609501,-112.3432557,CrossFit Unwavering,85335,AZ,,,,False,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
162906,"Gyms, Cardio Classes, Fitness & Instruction, Trainers, Active Life",Montréal,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,45.4922476,-73.5574273,Klub Athletik Griffintown,H3C 1V8,QC,,,,True,,,False,,False,False,,,,,,,,,,,,,True,,True,False,True,False,False
142273,"Fitness & Instruction, Gyms, Cardio Classes, Active Life, Trainers, Boot Camps",Canonsburg,"{'Monday': '5:0-19:30', 'Tuesday': '5:0-19:30', 'Wednesday': '5:0-19:30', 'Thursday': '5:0-19:30', 'Friday': '5:0-19:30'}",1,40.2835301,-80.1216482,FitHouse,15317,PA,,,,,,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False
145621,"Fitness & Instruction, Yoga, Gyms, Trainers, Active Life",Fitchburg,"{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:0', 'Saturday': '7:0-14:0', 'Sunday': '11:0-16:0'}",1,43.0129379,-89.4749931,Orange Shoe Personal Fitness,53719,WI,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,
117945,"Active Life, Health & Medical, Interval Training Gyms, Sports Clubs, Fitness & Instruction, Gyms",Charlotte,"{'Monday': '5:30-19:30', 'Tuesday': '5:30-19:30', 'Wednesday': '5:30-19:30', 'Thursday': '5:30-19:30', 'Friday': '5:30-19:30', 'Saturday': '10:0-14:0', 'Sunday': '10:0-14:0'}",1,35.2262879,-80.8493687,Reebok CrossFit Charlotte Uptown,28202,NC,,,,True,,True,False,,True,False,,,,,,,,,,,,,True,,,,,,
104441,"Interval Training Gyms, Gyms, Fitness & Instruction, Trainers, Active Life",Phoenix,"{'Monday': '5:30-19:0', 'Tuesday': '5:30-19:0', 'Wednesday': '5:30-19:0', 'Thursday': '5:30-19:0', 'Friday': '5:30-19:0', 'Saturday': '8:0-9:0'}",0,33.6819489,-112.0747824,CrossFit Uprising,85024,AZ,,,,,,True,False,,,True,,,,,,,,,,,,,,,,,,,
180976,"Gyms, Fitness & Instruction, Trainers, Pilates, Yoga, Active Life",Toronto,"{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-22:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}",1,43.7887165,-79.2357239,Wynn Fitness Clubs - Scarborough,M1B 3C6,ON,,,,,,,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
61726,"Active Life, Fitness & Instruction, Trainers, Gyms, Sports Clubs",Scarborough,"{'Monday': '5:30-23:59', 'Tuesday': '0:0-23:59', 'Wednesday': '0:0-23:59', 'Thursday': '0:0-23:59', 'Friday': '0:0-22:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}",1,43.7430604,-79.213304,GoodLife Fitness,M1M 1R9,ON,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
104505,"Trainers, Gyms, Swimming Pools, Fitness & Instruction, Active Life",Ajax,"{'Monday': '4:0-0:0', 'Tuesday': '4:0-0:0', 'Wednesday': '4:0-0:0', 'Thursday': '4:0-0:0', 'Friday': '4:0-0:0', 'Saturday': '4:0-0:0', 'Sunday': '4:0-0:0'}",1,43.8593298,-79.013078,Life Time Athletic,L1Z 1C9,ON,,,,True,,,False,,,True,,,,,,,,,,,,,,,,,,,
57504,"Trainers, Sports Clubs, Fitness & Instruction, Gyms, Active Life",Brampton,"{'Monday': '6:30-22:0', 'Tuesday': '6:30-22:0', 'Wednesday': '6:30-22:0', 'Thursday': '6:30-22:0', 'Friday': '6:30-22:0', 'Saturday': '8:0-17:0', 'Sunday': '9:0-17:0'}",1,43.6945263,-79.7714986,GoodLife Fitness,L6V 4A4,ON,,,,True,,,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
138905,"Active Life, Gyms, Fitness & Instruction",Toronto,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.6655955953,-79.4113159508,Vive Fitness,M6G 2M9,ON,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
44046,"Toy Stores, Gyms, Fitness & Instruction, Shopping, Home & Garden, Playsets, Active Life, Sporting Goods, Baby Gear & Furniture",Phoenix,"{'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0'}",0,33.6410327,-112.0189359,Dana Playground Equipment,85032,AZ,,,,,,True,,,,,,,,,,,,,3,,,,,,False,False,False,False,False
10954,"Trainers, Gyms, Fitness & Instruction, Active Life, Sports Clubs",Toronto,"{'Monday': '5:0-23:59', 'Tuesday': '0:0-23:59', 'Wednesday': '0:0-23:59', 'Thursday': '0:0-23:59', 'Friday': '0:0-22:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-20:0'}",1,43.6687473372,-79.3882992147,GoodLife Fitness,M4W 1A5,ON,,,,True,,,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
115186,"Skin Care, Boot Camps, Weight Loss Centers, Food, Sports Clubs, Beauty & Spas, Interval Training Gyms, Gyms, Fitness & Instruction, Tanning, Trainers, Active Life, Health & Medical",Las Vegas,"{'Monday': '5:0-20:0', 'Tuesday': '5:0-20:0', 'Wednesday': '5:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '5:0-20:0', 'Saturday': '8:30-12:0'}",1,36.160729,-115.279328,Crossfit Culmination,89145,NV,,,,True,,True,False,,,True,,,,,,,,,1,,,,,,False,True,False,False,False
94063,"Fitness & Instruction, Gyms, Active Life, Trainers",Markham,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.8672395,-79.2309291,Anytime Fitness,L6B 0P2,ON,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
131720,"Fitness & Instruction, Active Life, Gyms",Phoenix,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,33.4729432,-112.2189059,EōS Fitness - Phoenix: 75th Ave/Encanto,85035,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61608,"Fitness & Instruction, Gyms, Active Life",Montréal,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,45.5344901,-73.6621348,Buzzfit l'Acadie,H4N 1L8,QC,,,,,,,False,,,,,,,,,,,,,,,,,,False,False,False,False,False
7368,"Active Life, Gyms, Fitness & Instruction",Toronto,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,43.7057953,-79.3460184,Fit4Less,M4H 1C3,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155592,"Active Life, Swimming Pools, Trainers, Fitness & Instruction, Pilates, Gyms",Cuyahoga Falls,"{'Monday': '5:30-23:0', 'Tuesday': '5:30-23:0', 'Wednesday': '5:30-23:0', 'Thursday': '5:30-23:0', 'Friday': '5:30-23:0', 'Saturday': '6:30-21:0', 'Sunday': '9:0-21:0'}",1,41.1388136,-81.4861271,The Natatorium Health and Fitness Center,44221,OH,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
185875,"Active Life, Vitamins & Supplements, Trainers, Fitness & Instruction, Gyms, Shopping, Boxing",Gilbert,"{'Monday': '16:30-19:30', 'Tuesday': '16:30-19:30', 'Wednesday': '16:30-19:30', 'Thursday': '16:30-19:30', 'Friday': '16:30-18:30', 'Saturday': '7:0-10:0'}",1,33.3081292981,-111.7695068885,Jabz Boxing - Gilbert,85295,AZ,,,,True,,True,False,,,,,,,,,,,,,,,,True,,,,,,
147251,"Pilates, Yoga, Fitness & Instruction, Gyms, Active Life, Barre Classes",Toronto,"{'Monday': '0:0-0:0', 'Tuesday': '16:30-21:15', 'Wednesday': '15:15-21:15', 'Thursday': '16:30-21:15', 'Friday': '15:15-20:15', 'Saturday': '8:0-15:45', 'Sunday': '8:0-15:45'}",1,43.6461023,-79.3909574,Barre3 Toronto - King Street West,M5V 1M3,ON,,,,True,,,True,,,False,,,,,,,,,,,,,False,,False,False,True,False,False
51333,"Gyms, Interval Training Gyms, Trainers, Active Life, Boot Camps, Fitness & Instruction",Charlotte,,1,35.054131,-80.85194,Orangetheory Fitness Ballanytne,28277,NC,,,,,,True,True,,,False,,,,,,,,,,,,,,,,,,,
42514,"Active Life, Gyms, Fitness & Instruction",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.2185351,-115.2443159,The Lift Factory,89108,NV,,,,True,,True,False,,,False,,,,,,,,,,,,,True,,False,False,False,False,False
184001,"Active Life, Cycling Classes, Gyms, Fitness & Instruction",Madison,"{'Monday': '17:0-21:15', 'Tuesday': '15:45-18:45', 'Wednesday': '17:0-21:15', 'Thursday': '15:45-18:45', 'Friday': '17:0-18:45', 'Saturday': '7:0-11:30', 'Sunday': '14:0-17:0'}",1,43.0715773,-89.5245851,Flyght,53717,WI,,,,True,,True,True,,,False,,,,,,,,,,,,,,,True,True,False,False,False
87651,"Active Life, Trainers, Gyms, Fitness & Instruction",Las Vegas,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}",0,36.2359679044,-115.2298849449,Ad Astra Athletics,89130,NV,,,,True,,True,True,,,True,,,,,,,,,,,,,True,,False,False,False,False,False
117610,"Gyms, Swimming Pools, Active Life, Fitness & Instruction, Sports Clubs",Rosemère,,0,45.6285361,-73.8096384,Gold's Gym,J7A 2H7,QC,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
137831,"Active Life, Sports Clubs, Fitness & Instruction, Yoga, Gyms, Trainers",Phoenix,"{'Monday': '4:0-0:0', 'Tuesday': '4:0-0:0', 'Wednesday': '4:0-0:0', 'Thursday': '4:0-0:0', 'Friday': '4:0-22:0', 'Saturday': '6:0-20:0'}",1,33.5767009,-112.1256029,LA Fitness,85051,AZ,,,,True,,True,False,,,True,,,,,,,,,,,,,True,,False,True,False,False,False
90384,"Fitness & Instruction, Yoga, Active Life, Trainers, Gyms",Phoenix,"{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-21:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}",1,33.497536,-112.152874,Blast Fitness Phoenix- Indian School,85031,AZ,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
190545,"Weight Loss Centers, Trainers, Gyms, Boot Camps, Active Life, Fitness & Instruction, Health & Medical",Mesa,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-20:0', 'Wednesday': '17:0-20:0', 'Thursday': '8:30-9:45', 'Friday': '17:0-20:0', 'Saturday': '7:0-9:0'}",1,33.2834173,-111.6620722,The Camp Transformation Center - Mesa,85212,AZ,False,,,False,,True,False,,False,False,,,,,,,,,,,,,True,,False,False,False,False,False
68707,"Active Life, Gyms, Trainers, Fitness & Instruction",Charlotte,"{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-20:0'}",1,35.1716594,-80.8791142,South Charlotte Crossfit,28217,NC,,,,True,,True,False,,,True,,,,,,,,,,,,,,,,,,,
141450,"Gyms, Active Life, Fitness & Instruction, Trainers",Mesa,"{'Monday': '4:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-23:59', 'Saturday': '6:0-20:0', 'Sunday': '7:0-19:0'}",1,33.4363548,-111.7001683,Youfit Health Clubs,85205,AZ,,,,True,,True,False,,,,,,,,,,,,,,,,,,False,False,False,False,False
173580,"Fitness & Instruction, Active Life, Gyms, Interval Training Gyms",Tempe,"{'Monday': '7:30-20:30', 'Tuesday': '9:0-20:30', 'Wednesday': '7:30-20:30', 'Thursday': '12:0-20:30', 'Friday': '7:30-19:30', 'Saturday': '10:0-12:0'}",1,33.3794511,-111.940046,Free Range CrossFit,85282,AZ,,,,,,True,True,,,True,,,,,,,,,,,,,,,False,False,False,False,False
142490,"Active Life, Fitness & Instruction, Gyms",Toronto,"{'Monday': '6:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '11:0-13:0', 'Sunday': '11:0-12:0'}",1,43.6666603,-79.4693965,West Toronto CrossFit,M6P 2T2,ON,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
