business_id,AcceptsInsurance,Alcohol,Ambience,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,ByAppointmentOnly,Caters,DogsAllowed,GoodForKids,GoodForMeal,HasTV,Music,NoiseLevel,OutdoorSeating,RestaurantsAttire,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi,garage,lot,street,valet,validated
154169,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
16249,,,,False,,True,False,,,False,,,,,,,,,,,,,True,,False,True,False,False,False
40326,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
173846,,,,,,True,False,,,False,,,,,,,,,,,,,,,,,,,
60255,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
107310,,,,False,,False,False,,False,True,,,,,,,,,,,,,,,False,False,True,False,False
61388,,,,True,,True,False,,,False,,,,,,,,,,,,,,,True,False,False,False,False
51689,,,,True,,,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
127073,,,,True,,True,False,,,,,,,,,,,,,,,,True,,True,False,True,False,False
101402,,,,True,,,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
31169,,,,,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
188557,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
39839,,,,True,,True,False,,,True,,,,,,,,,3,,,,,,False,True,False,False,False
46749,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
175740,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,False,True,False,False
149406,,,,True,,True,True,,,False,,,,,,,,,,,,,,,False,True,False,False,False
30624,,,,True,,True,True,,,False,,,,,,,,,,,,,,,False,True,False,False,False
46337,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,
168691,,,,True,,,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
92873,,,,,,True,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
26460,False,,,True,,True,True,,,True,,,,,,,,,,,,,True,,False,False,False,False,False
61535,False,,,True,False,True,False,,,,,,,,,,,,2,,,,True,,True,True,True,False,False
9487,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
48056,,,,True,,True,False,,,True,,,,,,,,,,,,,True,,False,False,False,False,False
27590,,,,True,,,,,,False,,,,,,,,,,,,,,,False,False,False,False,False
114763,,,,True,,True,True,,,True,,,,,,,,,,,,,True,,False,False,True,False,False
56060,,,,,,True,,,,True,,,,,,,,,,,,,,,False,False,False,False,False
107036,,,,True,,True,True,,False,False,,,,,,,,,,,,,True,,False,True,False,False,False
62045,,,,True,,,False,,,True,,,,,,,,,,,,,,,False,False,True,False,False
51630,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
68117,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
67698,,,,,,,True,,,True,,,,,,,,,,,,,False,,False,False,False,False,False
128047,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
99300,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
34333,,,,True,,True,False,,,False,,,,,,,,,,,,,,,,,,,
133139,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
28478,,,,True,,,False,,,False,,,,,,,,,4,,,,,,False,True,False,False,False
127738,,,,True,,,False,,,True,,,,,,,,,,,,,,,False,True,False,False,False
58090,,,,,,True,False,,,True,,,,,,,,,,,,,True,,,,,,
60876,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
15224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120949,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
188673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98178,False,,,True,False,True,True,,,True,,,,,,,,,2,,,,,,False,True,False,False,False
18228,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
48510,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
134004,,,,True,,True,True,,,False,,,,,,,,,,,,,True,,False,False,False,False,False
31292,True,,,,,True,False,,,False,,,,,,,,,,,,,,,,,,,
13548,,,,True,,True,False,,True,True,,,,,,,,,,,,,True,,False,True,False,False,False
91980,,,,True,,,,,,True,,,,,,,,,,,,,,,False,True,False,False,False
26971,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
171793,,,,False,,True,False,,False,,,,,,,,,,,,,,True,,False,True,False,False,False
132426,,,,True,,True,,,,True,,,,,,,,,,,,,,,False,False,False,False,False
116154,,,,True,,,False,,,True,,,,,,,,,,,,,,,,,,,
89771,,,,True,,True,True,,,False,,,,,,,,,,,,,,,False,False,False,False,False
39045,,,,True,,,False,,False,,,,,,,,,,,,,,True,,False,True,False,False,False
56892,,,,True,,,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
20415,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
73672,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,
178332,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
80254,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,True,False,False,False
16317,,,,False,,True,True,,,,,,,,,,,,,,,,False,,False,True,False,False,False
190326,,,,True,,True,False,,,True,,,,,,,,,,,,,True,,False,False,False,False,False
18698,,,,True,,,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
155864,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
58427,,,,False,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
163553,,,,True,,True,False,,,False,,,,,,,,,,,,,True,,False,True,False,False,False
185532,,,,True,,,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
188394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123129,,,,True,,True,True,,,True,,,,,,,,,,,,,,,False,True,False,False,False
121202,,,,True,,,False,,,False,,,,,,,,,,,,,,,False,False,True,False,False
3372,,,,True,,True,False,,,True,,,,,,,,,,,,,True,,False,False,False,False,False
74940,,,,,,,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
106721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129048,,,,,,,,,,True,,,,,,,,,,,,,,,False,False,False,False,False
49909,,,,,,,False,,,False,,,,,,,,,,,,,,,,,,,
107486,,,,,,,,,,True,,,,,,,,,,,,,,,False,False,False,False,False
169633,,,,,,,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
16293,,,,True,,,True,,,False,,,,,,,,,,,,,True,,False,True,False,False,False
102422,,,,,,True,False,,,False,,,,,,,,,,,,,,,False,True,False,False,False
53385,False,,,True,,True,True,,False,True,,,,,,,,,,,,,True,,False,True,False,False,False
142075,,,,,,,False,,False,True,,,,,,,,,,,,,,,False,True,False,False,False
126961,,,,,,,True,,,,,,,,,,,,2,,,,,,False,False,False,False,False
76759,False,,,True,,True,True,,,True,,,,,,,,,,,,,,,,,,,
104374,,,,False,False,True,False,,,False,,,,,,,,,2,,,,,,False,True,False,False,False
184358,,,,True,,True,True,,,True,,,,,,,,,,,,,,,False,True,False,False,False
78849,,,,True,,,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
170347,,,,False,,True,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
39812,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
151835,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,True,False,False,False
182296,,,,,,,False,,,True,,,,,,,,,,,,,,,,,,,
14429,,,,False,,True,False,,,True,,,,,,,,,,,,,,,False,True,False,False,False
7267,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
83593,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
54798,,,,,,True,False,,,True,,,,,,,,,,,,,,,False,True,False,False,False
848,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
84218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136654,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
183224,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
182597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174430,,,,True,,,False,,,True,,,,,,,,,,,,,False,,False,False,False,False,False
137492,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
102822,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,True,False,False,False
38679,,,,True,,True,True,,False,True,,,,,,,,,,,,,True,,False,True,False,False,False
43919,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
140723,,,,True,,True,False,,,False,,,,,,,,,,,,,,,True,False,True,False,False
118722,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
141671,,,,True,,True,False,,False,True,,,,,,,,,,,,,True,,False,False,True,False,False
169167,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
163218,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
110520,,,,,,,,,,True,,,,,,,,,1,,,,,,,,,,
170550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116069,,,,True,,,True,,,False,,,,,,,,,,,,,,,False,True,True,False,False
170470,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
122289,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
170712,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
184421,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,True,False,False,False
46378,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
102840,,,,False,,True,True,,,True,,,,,,,,,,,,,True,,False,False,False,False,False
52133,,,,False,,True,True,,,False,,,,,,,,,,,,,,,False,True,True,False,False
46404,,,,True,,,True,,,False,,,,,,,,,,,,,,,False,False,False,False,False
163746,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
90818,,,,,,True,False,,,False,,,,,,,,,,,,,,,False,True,False,False,False
15389,,,,False,,True,True,,,True,,,,,,,,,,,,,,,False,True,True,False,False
109608,,,,True,,True,True,,,True,,,,,,,,,,,,,,,False,False,False,False,False
82308,,,,True,,,,,,False,,,,,,,,,,,,,,,False,False,False,False,False
170277,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
180369,,,,,,,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
128497,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
91942,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
187430,,,,True,,,,,,,,,,,False,,,,,,,,,,False,True,True,False,False
182001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61078,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
30953,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
11206,,,,True,,True,False,,,True,,,,,,,,,,,,,,'free',False,True,True,False,False
106545,,,,True,,,False,,,True,,,,,,,,,,,,,True,,False,False,False,False,False
43555,,,,True,,,True,,,,,,,,,,,,,,,,False,,,,,,
146491,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
148153,False,,,True,,True,False,,False,False,,,,,,,,,,,,,False,,False,True,False,False,False
13841,,,,,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
58842,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,True,False,False,False
108078,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,True,False,False,False
67120,,,,False,,True,False,,False,True,,,,,,,,,,,,,True,,False,True,False,False,False
58732,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
13876,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
118451,,,,True,,True,False,,False,True,,,,,,,,,,,,,,,False,True,False,False,False
115839,,,,True,,True,False,,True,False,,,,,,,,,,,,,,,False,True,False,False,False
73310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189214,,,,True,,,False,,,False,,,,,,,,,,,,,,,False,True,False,False,False
122616,,,,,,,True,,,,,,,,,,,,3,,,,,,True,False,False,True,False
9020,,,,,,True,True,,,,,,,,,,,,,,,,True,,,,,,
27863,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,True,False,False,False
66621,,,,True,,True,True,,,True,,,,,,,,,,,,,True,,False,False,False,False,False
141547,,,,True,,True,True,,,True,,,,,,,,,,,,,,,False,False,False,False,False
101612,,,,True,,True,True,,,False,,,,,,,,,,,,,True,,False,False,False,False,False
89833,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
68065,,,,False,,True,True,,,,,,,,,,,,,,,,,,,,,,
163039,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
107098,,,,True,,True,False,,,,,,,,,,,,,,,,False,,False,True,False,False,False
143772,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
108833,,,,True,,,,,,True,,,,,,,,,,,,,,,False,False,False,False,False
92515,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
128829,,,,False,,True,True,,,False,,,,,,,,,,,,,,,,,,,
95220,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
111353,,,,True,,True,False,,False,True,,,,,,,,,,,,,True,,False,False,False,False,False
65009,,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,
106941,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
30079,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
66442,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
186740,,,,True,,,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
23276,,,,,,True,,,,False,,,,,,,,,,,,,,,,,,,
118750,,,,True,,True,False,,,True,,,,,,,,,,,,,,,True,False,False,False,False
187412,,,,,,True,True,,False,True,,,,,,,,,,,,,True,,,,,,
181695,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
90307,,,,True,,,True,,,False,,,,,,,,,,,,,,,False,False,False,False,False
34438,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
57920,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
79185,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
89241,,,,False,,True,False,,False,False,,,,,,,,,,,,,True,,False,False,False,False,False
157995,,,,True,,,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
81103,,,,True,,True,False,,False,False,,,,,,,,,,,,,True,,False,False,True,False,False
84513,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
165221,False,,,True,,True,True,,False,True,,,,,,,,,,,,,True,,False,False,False,False,False
23151,,,,True,,True,False,,,True,,,,,,,,,,,,,True,,False,True,False,False,False
59281,,,,True,,True,True,,,False,,,,,,,,,,,,,,,False,True,False,False,False
109895,,,,,,,,,,False,,,,,,,,,2,,,,,,False,False,False,False,False
192426,,,,True,,True,True,,,,,,,,,,,,2,,,,,,False,True,False,False,False
188548,False,,,True,,True,True,,,False,,,,,,,,,,,,,,,False,False,False,False,False
62222,,,,True,,True,False,,,True,,,,,,,,,,,,,True,,False,True,True,False,False
36848,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
94712,,,,True,,,True,,,False,,,,,,,,,2,,,,,,False,False,True,False,False
153646,,,,False,,True,True,,,False,,,,,,,,,,,,,,,False,False,False,False,False
2247,,,,True,,True,False,,False,False,,,,,,,,,,,,,,,True,False,True,False,False
174800,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
137797,,,,,,,,,,True,,,,,,,,,,,,,,,False,False,False,False,False
98449,,,,True,,True,False,,False,True,,,,,,,,,,,,,True,,False,True,False,False,False
124299,,,,True,,,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
114331,,,,True,,,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
163549,,,,True,,True,False,,True,,,,,,,,,,,,,u'no',True,u'free',False,True,False,False,False
65143,,,,True,,True,False,,,True,,,,,,,,,,,,,True,,False,False,False,False,False
165087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56630,,,,True,,True,True,,,False,,,,,,,,,,,,,,,False,False,False,False,False
89097,,,,True,,True,True,,,False,,,,,,,,,,,,,True,,False,False,False,False,False
168217,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
112157,,,,True,,True,True,,,True,,,,,,,,,,,,,,,False,False,False,False,False
155982,False,,,True,,True,False,,False,False,,,,,,,,,,,,,True,,False,False,True,False,False
64180,,,,True,,True,False,,,True,,,,,,,,,,,,,True,,False,False,False,False,False
83926,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
115185,,,,True,,True,False,,,False,,,,,,,,,1,,,,,,False,False,False,False,False
167483,,,,True,,True,True,,False,False,,,,,,,,,,,,,True,,False,True,False,False,False
19671,,,,True,,True,True,,,True,,,,,,,,,,,,,,,,,,,
25481,,,,True,,True,False,,,True,,,,,,,,,,,,u'no',,u'no',False,True,False,False,False
80985,,,,True,,,False,,,False,,,,,,,,,,,,,,,False,True,False,False,False
159945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150003,,,,True,,True,False,,,,,,,,,,,,,,,,,,,,,,
46007,,,,,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
91628,,,,True,,True,False,,False,,,,,,,,,,,,,,True,,False,True,False,False,False
77812,,,,True,,,False,,,True,,,,,,,,,,,,,,,False,True,False,False,False
17341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33602,,,,True,,True,False,,,False,,,,,,,,,,,,,,,True,True,False,False,False
44257,,,,True,,True,False,,False,True,,,,,,,,,,,,,,,False,True,False,False,False
83782,,,,,,,False,,,False,,,,,,,,,2,,,,,,False,False,False,False,False
160801,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
174352,,,,True,,,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
1807,,,,,,,False,,,,,,,,,,,,,,,,,,False,False,False,False,False
7905,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,
128374,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
6159,,,,True,,,False,,,False,,,,,,,,,,,,,True,,False,False,False,False,False
8790,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
25813,,,,,,True,True,,,False,,,,,,,,,,,,,,,,,,,
6865,,,,True,,True,True,,,True,,,,,,,,,,,,,,,False,False,False,False,False
84706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61229,,,,True,,True,True,,,True,,,,,,,,,,,,,True,,False,True,False,False,False
84830,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,True,True,False,False
80594,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
153632,,,,,,True,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
160419,,,,True,,,False,,,False,,,,,,,,,,,,,,,True,False,False,False,False
190427,,,,True,,True,False,,,True,,,,,,,,,3,,,,,,False,True,False,False,False
96849,,,,False,,,,,,True,,,,,,,,,,,,,,,False,False,False,False,False
4587,,,,True,,,False,,False,True,,,,,,,,,,,,,True,,False,True,False,False,False
25478,,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,
122710,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
62527,,,,False,,,,,False,True,,,,,,,,,,,,,True,,False,True,False,False,False
94043,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
106379,,,,True,,True,True,,,,,,,,,,,,,,,,,,False,True,False,False,False
187052,,,,True,,,False,,,True,,,,,,,,,,,,,,,False,False,False,False,False
82167,,,,,,,False,,,True,,,,,,,,,,,,,,,,,,,
177212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22589,,,,False,,,False,,,False,,,,,,,,,,,,,,,,,,,
20171,,,,True,,True,True,,,False,,,,,,,,,,,,,,,False,False,False,False,False
136532,,,,,,,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
23458,False,,,True,,True,True,,,False,,,,,,,,,,,,,True,,False,False,False,False,False
15035,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
148445,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,False,False,False,False
180973,,,,,,,,,,True,,,,,,,,,,,,,,,False,False,False,False,False
188430,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
131831,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,True,False,False,False
129115,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,True,False,False,False
151689,,,,True,,False,True,,False,False,,,,,,,,,,,,,True,,False,True,False,False,False
7578,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
128916,,,,True,,True,True,,True,True,,,,,,,,,,,,,True,,False,True,False,False,False
49033,,,,True,,True,False,,,True,,,,,,,,,,,,,,,False,True,False,False,False
95521,,,,,,True,False,,,False,,,,,,,,,,,,,,,,,,,
174709,,,,True,,True,False,,,False,,,,,,,,,,,,,,,False,True,False,False,False
136660,,,,True,,,,,False,,,,,,,,,,,,,,True,,False,False,False,False,False
136447,,,,False,,True,True,,,False,,,,,,,,,,,,,,,False,False,False,False,False
